Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
8.94,1.91,1.2,0.366,F0V,15.345167,1
8.71,-2.76,1.15,0.336,B8V,15.914546,1
9.56,13.56,1.04,0.665,G8V,20.221298,1
8.08,13.44,0.89,0.461,F5V,18.721996,1
8.49,2.12,1.14,0.385,F2/F3IV/V,15.121679,1
5.92,22.33,0.95,0.407,F4V,17.664444,1
7.9,4.39,0.96,-0.03,B9V,16.112322,1
8.31,6.85,1.0,0.436,F3V,17.488453,1
8.61,1.09,1.14,0.891,G6III,13.7971325,0
7.36,22.16,0.93,0.555,F6IV,19.087849,1
7.35,2.58,0.97,1.616,K5III,14.408098,0
9.89,3.78,1.08,0.499,F3V,17.777458,1
9.18,13.85,1.37,0.657,G3V,19.887249,1
8.88,13.81,1.21,0.568,F7/F8V,19.580969,1
9.46,9.37,1.23,0.698,G5V,19.318699,1
6.33,5.85,0.72,1.016,K0III,15.165779,0
7.57,5.83,1.0,1.28,K2/K3III,16.398344,0
9.37,2.82,2.33,0.5,F8/G0V,16.621246,1
8.24,1.42,1.15,0.08,B5V,14.001442,1
7.65,5.43,0.88,1.184,K1/K2III,16.324,0
6.08,11.94,0.74,0.133,A5IV,16.465023,1
8.36,1.08,1.05,1.41,K3III,13.527119,0
7.36,2.14,0.87,1.534,K5III,14.01207,0
8.52,0.49,1.92,0.22,B0.5III,11.970981,0
8.57,4.01,1.15,0.89,G8III,16.585722,0
9.64,6.1,1.44,0.432,F2V,18.56665,1
9.46,7.63,1.34,0.582,F6V,18.872623,1
9.22,1.7,2.25,0.21,B3II,15.372245,0
7.27,2.67,0.95,1.498,K3III,14.402556,0
6.84,7.32,0.91,0.921,G8III-IV,16.162556,1
8.95,3.11,1.15,0.989,G8III,16.413803,0
7.45,6.19,0.92,1.125,K1III,16.408453,0
8.8,1.86,0.8,1.172,K2III,15.147565,0
12.38,16.71,5.59,1.339,M0V:,23.494883,1
5.78,3.57,0.71,-0.01,B8IIIn,13.543341,0
9.11,7.33,1.09,0.461,F5V,18.43552,1
8.61,3.02,0.79,1.024,K0III,16.010035,0
10.67,3.68,3.1,0.375,F0V,18.499239,1
7.71,4.23,0.88,0.121,A2III,15.841702,0
7.59,7.39,0.96,0.313,F0IV,16.933224,1
8.61,6.53,1.1,0.52,F6/F7V,17.684566,1
9.38,2.68,1.17,0.068,A2V,16.520674,1
7.93,14.15,1.45,0.775,G8V,18.683783,1
5.78,4.0,0.49,1.71,M0/M1III,13.7903,0
7.83,1.08,0.91,0.592,F0Iab:,12.997119,0
5.88,90.03,0.72,0.85,K0V,20.651936,1
6.34,26.14,0.79,0.5,F7V,18.426527,1
8.45,2.74,1.11,1.093,K0III,15.638753,0
8.44,6.18,0.94,0.449,G3V,17.394943,1
7.89,2.37,1.04,1.722,K5III,14.7637415,0
8.1,3.13,1.06,1.107,K0III,15.577723,0
8.52,-0.78,0.89,1.622,M0III,12.9804735,0
8.18,2.38,1.02,1.508,K5/M0III,15.062885,0
7.93,1.69,0.67,1.614,K4/K5III,14.069433,0
8.8,13.31,1.1,0.618,G0V,19.42089,1
9.91,4.45,1.34,0.355,F0V,18.1518,1
7.2,14.41,0.91,0.47,F5V,17.99332,1
8.49,4.76,1.24,1.132,K1IV,16.878035,1
6.85,6.42,0.69,0.937,G8III,15.887674,0
8.04,0.08,1.0,1.51,K4III,7.55545,0
8.89,9.62,1.12,0.734,G3IV,18.805876,1
8.89,6.9,1.22,0.443,F3V,18.084246,1
9.43,0.91,1.3,0.94,G6III,14.225207,0
5.88,6.98,0.79,1.133,K1III...,15.099277,0
8.49,3.06,1.04,0.999,K0III/IV,15.918607,1
8.22,4.29,0.87,0.419,F2IV/V,16.382286,1
7.09,1.72,0.97,1.394,K2III,13.267643,0
8.24,12.91,1.06,0.491,F6V,18.79463,1
8.26,1.69,1.27,1.052,G4V:p,14.399433,1
9.97,4.77,2.37,1.7,G8/K0IV/V,18.36259,1
7.64,9.35,0.92,0.5,F5IV/V,17.494059,1
6.24,4.3,0.91,1.622,M1III,14.407342,0
9.87,16.93,1.06,0.954,K2III:,21.013285,0
7.67,2.08,0.9,0.997,G8III,14.260317,0
7.92,55.53,1.08,0.94,K2V,21.64264,1
9.14,1.31,1.34,0.927,K0/K1III,14.7263565,0
8.27,8.17,1.95,0.795,G5IV,17.831112,1
9.23,5.9,1.72,1.236,K2III,18.084259,0
8.09,3.07,1.1,0.832,G6IV,15.525692,1
7.74,26.42,0.61,0.754,G8V,19.849663,1
5.47,6.52,0.91,1.275,K1III,14.541237,0
8.14,2.73,0.9,0.933,K0III,15.320814,0
8.27,8.82,1.08,0.641,G3V,17.997343,1
9.92,2.35,2.69,0.513,F6IV:,16.77534,1
7.93,1.96,0.81,0.95,G8III,14.391281,0
7.29,2.29,1.61,1.462,K3/K4III,14.089178,0
6.33,8.26,0.63,0.947,G6/G8III,15.9149,0
10.24,1.08,1.33,0.409,F5V,15.407119,1
7.22,12.95,1.28,0.334,F2III,17.78135,0
5.56,5.31,0.61,-0.054,B8V,14.1854725,1
8.06,7.75,0.97,0.37,F0V,17.506508,1
8.63,28.33,1.3,0.837,K0V,20.891233,1
9.27,4.09,1.27,1.14,K2III,17.328617,0
6.01,8.61,0.74,0.162,A4IV,15.685016,1
4.99,2.03,0.93,1.619,K3Ibvar,11.52748,0
10.21,-1.3,1.21,0.138,A0Ia0,15.7797165,0
8.99,12.99,0.94,0.585,F8V,19.558044,1
9.66,9.49,1.99,0.52,F8V,19.54633,1
9.78,5.84,1.37,0.657,G3/G5V,18.612064,1
5.18,10.5,0.87,1.006,K0III,15.285946,0
7.14,10.5,0.84,0.312,A9V,17.245945,1
9.13,-1.41,1.19,0.887,F4Iab:,14.876096,0
7.94,9.03,1.29,0.392,F3IV/V,17.71844,1
9.22,9.53,1.4,0.745,G5IV/V,19.115463,1
8.18,2.32,1.08,1.281,K2III,15.007441,0
7.82,7.5,0.83,1.011,K0III,17.195307,0
9.15,5.83,2.33,0.504,F6V,17.978344,1
8.1,10.83,0.7,0.436,F3/F5V,18.273142,1
9.12,5.66,1.08,0.427,F3/F5V,17.884083,1
8.35,1.68,0.84,1.29,K0III,14.476547,0
5.35,6.24,0.8,1.505,K4III,14.325924,0
6.55,5.73,0.81,1.244,K1/K2III,15.340774,0
4.78,14.77,0.47,1.254,K2III,15.626904,0
8.75,7.24,1.32,0.487,F6/F7V,18.048693,1
9.09,2.7,1.95,0.9,K0III,16.246819,0
9.04,1.4,1.32,0.692,F2V,14.77064,1
7.51,18.58,0.97,0.607,G0V,18.855228,1
8.67,2.97,0.94,1.158,K1III,16.033783,0
6.18,7.63,0.6,1.032,G9III-IV,15.592623,1
9.02,3.5,1.24,1.043,K1III,16.740341,0
10.23,4.02,1.7,0.417,F2V,18.25113,1
7.9,5.26,1.15,0.744,G2IV/V,16.504929,1
6.38,15.0,0.72,0.307,F2IV,17.260456,1
6.45,7.03,0.85,1.063,K0III,15.684776,0
7.49,2.05,0.98,1.6,K4III,14.048769,0
7.66,7.77,0.61,0.486,F3/F5IV/V,17.112106,1
8.89,1.97,1.11,1.033,G8III,15.362331,0
9.34,3.31,1.46,0.11,A2V,16.93914,1
8.25,2.9,0.96,1.039,K0III,15.561991,0
9.19,11.87,0.9,0.525,F5V,19.562252,1
7.59,7.6,0.89,0.508,F3/F5V,16.994068,1
7.47,2.79,0.77,1.42,K3III,14.698021,0
5.7,8.11,0.76,1.3,K3III,15.245105,0
8.13,3.3,1.13,1.381,K3III,15.722569,0
6.91,12.89,0.62,0.314,A9V,17.461264,1
6.61,13.28,0.79,0.905,K0IIICNIV,17.22599,1
4.66,7.42,0.68,1.024,K0III,14.012019,0
8.94,14.46,1.25,0.816,K0V,19.74084,1
5.41,9.28,0.65,0.022,A2Vs,15.24774,1
9.21,3.24,1.22,0.373,A9V,16.762726,1
9.9,-6.82,5.82,0.577,G1V,19.06892,1
8.47,9.69,1.07,0.463,F5V,18.401619,1
8.49,0.97,1.12,1.427,K5III,13.423859,0
5.01,6.65,0.78,1.584,M3IIIvar,14.124108,0
8.04,4.46,0.92,0.951,G8III,16.286674,0
7.86,7.55,0.97,0.363,F0V,17.249735,1
7.27,13.88,1.04,0.418,F3V,17.981947,1
9.59,0.85,1.4,1.0,G8IIIp,14.237095,0
9.73,7.23,1.68,0.46,F3/F5V,19.025692,1
7.34,4.0,0.84,1.13,K1III,15.350301,0
8.73,9.29,1.09,0.646,G3/G5V,18.570078,1
4.95,1.4,0.68,0.683,F0Ia,10.68064,0
7.8,6.94,0.88,0.26,A5III/IVm..,17.006798,1
7.93,1.76,1.01,1.143,G8III,14.157564,0
10.35,-0.37,7.28,0.546,F5/F6V,13.1910095,1
5.22,35.92,0.69,0.35,F0V,17.996681,1
9.71,4.47,1.01,0.44,F3IV/V,17.961536,1
7.93,10.54,1.06,0.807,G6/G8IV,18.044203,1
7.72,7.38,0.77,0.542,F6IV,17.060282,1
8.82,18.57,0.95,0.666,G5V,20.164059,1
5.45,15.52,0.52,1.095,G7III,16.404457,0
9.09,4.62,1.08,0.362,F0V,17.41321,1
7.56,6.04,0.64,1.105,K1III,16.465185,0
9.32,9.58,1.42,0.5,F7V,19.226826,1
8.82,3.36,1.24,0.827,G8III/IV,16.451696,1
8.76,4.21,1.14,1.012,K0IV,16.88141,1
7.41,4.81,0.82,1.101,K0III,15.820725,0
9.39,12.49,1.52,0.734,G8V,19.872812,1
9.59,8.27,1.43,0.562,G2/G3V,19.177528,1
9.04,6.97,1.22,0.989,K0III,18.256165,0
9.12,12.28,1.24,0.662,G5V,19.56599,1
8.78,2.22,0.84,1.198,K1III,15.511765,0
9.59,2.97,1.52,1.012,K1III,16.953781,0
8.9,12.93,1.21,0.671,G5V,19.457993,1
7.61,5.55,0.92,0.254,A7III,16.331465,0
6.26,8.58,0.67,1.09,K0III,15.927437,0
7.17,6.78,0.94,0.345,F0III,16.326149,0
6.93,13.66,0.55,0.38,F3IV/V,17.607254,1
8.09,1.53,0.71,1.083,K0III,14.013457,0
7.22,49.18,0.78,0.775,K0V,20.678944,1
6.96,4.3,0.96,1.394,K2/K3III,15.127342,0
7.78,0.8,0.87,1.71,M1III,12.29545,0
8.61,3.27,1.14,0.093,A1V,16.18274,1
9.05,9.73,1.21,0.528,G0V,18.990564,1
9.11,2.47,1.4,1.338,K2III,16.073484,0
7.92,4.95,1.0,1.189,K2IIICN...,16.393024,0
7.13,2.46,0.81,1.26,K1III,14.084676,0
9.76,5.27,1.57,0.487,F3V,18.369053,1
9.26,6.75,1.19,0.671,G3V,18.406519,1
7.64,4.43,0.73,-0.048,B9V,15.872019,1
7.31,4.14,0.7,1.446,K4III,15.395002,0
9.29,6.99,1.48,0.483,F3V,18.512386,1
8.88,1.02,1.19,1.169,K1III,13.923,0
7.11,5.1,0.96,0.993,K0III,15.647852,0
9.92,29.15,1.54,1.071,K5V,22.243193,1
8.81,4.94,1.14,0.157,A4IV,17.278637,1
7.63,1.71,1.02,1.131,K0IIIp...,13.794981,0
8.65,12.6,1.06,0.539,G0V,19.151852,1
9.78,38.99,1.88,1.194,K4/K5V,22.734768,1
8.24,2.17,1.08,1.038,K0III-IV,14.922298,1
8.21,3.5,1.11,1.087,K0/K1III,15.930341,0
8.71,6.98,1.67,0.4,F3/F5V,17.929276,1
9.06,2.23,1.19,1.068,K1/K2III,15.801525,0
8.38,1.29,0.94,1.316,K2/K3III,13.932949,0
9.6,7.75,1.28,0.446,F6V,19.046509,1
8.91,3.21,1.35,0.37,F0V,16.442524,1
8.7,0.33,1.13,1.064,K0III/IV,11.29257,1
8.17,9.04,1.01,0.523,F7V,17.950842,1
7.76,2.97,0.93,0.0,A1IV/V,15.123782,1
6.95,0.57,0.73,0.414,F2Iab:,10.729374,0
9.4,5.37,1.26,1.187,K2III,18.049871,0
7.1,6.27,0.87,1.128,K1III,16.086338,0
9.21,2.17,1.79,0.85,G6IV/V,15.892299,1
2.15,5.32,0.56,-0.046,B0IV:evar,10.779558,1
8.67,3.45,1.27,1.037,K0III,16.359097,0
5.67,18.98,0.71,0.603,F8V,17.061481,1
5.62,10.35,0.96,0.949,G7III,15.694701,0
7.18,3.0,0.92,1.414,K2/K3III,14.565606,0
6.7,4.31,0.82,0.028,A2V,14.872386,1
8.09,16.1,0.96,0.645,G2/G3V,19.124128,1
7.15,53.09,1.02,0.769,G8/K0V,20.775064,1
7.75,0.06,1.12,1.537,K4III,6.6407566,0
8.15,5.98,1.03,1.03,K1III,17.033504,0
9.84,5.98,3.04,0.538,F7V,18.723507,1
9.19,-0.78,1.14,0.704,B0Ib,13.650473,0
5.8,66.92,0.73,0.635,G5IV,19.92778,1
5.93,7.4,0.82,1.403,K4III,15.276159,0
7.38,2.89,0.71,1.326,K3III,14.68449,0
8.47,1.69,0.98,1.077,K0III,14.609434,0
9.35,5.59,1.25,0.508,F5V,18.087059,1
9.31,6.21,3.21,0.655,G1V,18.27546,1
6.3,6.24,0.82,0.895,G8III,15.275924,0
6.82,2.82,0.74,1.273,G8/K0III,14.071245,0
5.86,11.37,0.76,-0.039,B9.5V,16.138802,1
9.19,3.89,1.24,0.453,F3V,17.139748,1
9.06,3.25,0.91,0.834,G5III,16.619417,0
7.83,7.7,1.05,0.553,F8V,17.262453,1
7.15,4.54,0.82,1.388,K2III,15.43528,0
8.99,2.73,0.87,1.11,K0III,16.170815,0
7.79,0.82,0.94,0.883,F6Ib,12.359069,0
9.87,2.58,1.56,0.97,G6III,16.928099,0
8.52,2.68,0.9,1.008,K0III,15.660675,0
8.46,3.23,0.94,1.403,K3III,16.006012,0
6.82,6.73,0.7,1.238,K3III,15.960075,0
9.14,14.22,1.27,0.651,G3/G5V,19.9045,1
7.83,28.23,0.94,0.815,K0/K1V,20.083553,1
8.97,6.02,1.26,0.481,F5V,17.867983,1
7.25,1.4,0.96,1.645,M2III,12.98064,0
3.93,42.51,0.69,0.175,A7V,17.072454,1
7.9,13.71,1.21,0.673,G3V,18.585188,1
5.8,3.56,0.73,-0.095,B7III-IV,13.55725,1
8.64,7.3,2.04,0.909,K0III,17.956615,0
5.64,18.9,0.71,0.537,F8IV,17.022308,1
8.56,3.36,1.08,0.1,B8III,16.191696,0
9.11,2.87,1.19,0.905,K0III,16.39941,0
9.34,8.03,1.45,0.546,F8V,18.863579,1
5.7,10.71,0.71,-0.01,A0V,15.848947,1
8.34,8.29,1.25,0.71,G3V,17.932774,1
9.13,24.3,2.1,0.874,K2V,21.058033,1
7.28,11.08,0.73,0.342,F0IV,17.5027,1
9.65,9.88,1.19,0.499,F6V,19.623783,1
7.63,10.47,0.85,0.843,G8V,17.729733,1
4.3,4.85,0.84,-0.154,B7IIIp,12.728708,0
9.19,13.96,1.38,0.666,G3V,19.914429,1
7.61,11.6,0.65,0.678,G2/5V + F0,17.93229,1
8.67,6.87,1.05,0.362,F3IV...,17.854784,1
5.98,24.21,0.74,0.52,F7V,17.899975,1
7.36,1.87,0.76,1.47,K3III,13.719208,0
8.33,4.24,0.85,1.141,K2III,16.46683,0
7.89,3.59,1.03,1.306,K4III,15.665472,0
9.09,5.75,1.22,0.379,F3V,17.88834,1
9.27,5.02,0.82,0.508,F5V,17.77352,1
7.87,15.71,1.87,0.492,F6V,18.85088,1
6.96,39.07,0.8,0.627,G3V,19.919216,1
8.27,5.28,1.15,0.994,G8III,16.883171,0
8.45,5.05,1.19,0.927,G5III,16.966457,0
9.3,0.82,1.08,1.107,K0III,13.869069,0
8.45,30.82,5.8,0.848,K0/K1V:,20.894161,1
7.17,3.49,0.6,1.626,M4III:,14.884128,0
6.4,7.22,0.75,0.135,A3III,15.692686,0
8.85,0.64,1.02,0.885,F4II,12.880899,0
9.65,-0.16,0.97,0.94,G6/G8III/IV,10.670599,1
9.6,4.23,1.34,1.075,K0/K1III,17.731703,0
8.34,9.63,1.52,0.5,F5V,18.258133,1
8.19,1.28,1.15,0.818,A0Iab,13.726049,0
5.43,4.88,0.8,1.64,M0/M1III,13.872099,0
8.12,3.11,1.01,1.103,G8IIICN...,15.583802,0
8.14,6.78,1.1,1.068,K1III,17.29615,0
9.06,1.6,1.32,1.074,M2III:,15.080601,0
8.75,14.9,1.07,0.576,G2/G3V,19.615932,1
8.45,3.06,1.07,0.924,K0III,15.878607,0
4.49,27.91,0.56,0.164,A3IV,16.7188,1
8.13,12.31,0.72,0.414,F5V,18.581291,1
9.02,1.15,1.31,0.163,A4III,14.323489,0
9.01,2.11,1.04,0.956,G8III,15.6314125,0
9.15,11.82,1.5,0.565,G0V,19.513088,1
9.79,8.38,1.45,0.555,F8V,19.40622,1
8.4,2.56,1.05,1.019,G8III/IV,15.441199,1
9.19,0.98,1.07,1.096,K1III,14.14613,0
9.29,3.27,0.94,1.05,K0III,16.86274,0
9.71,0.11,1.33,0.27,A5IIIm...,9.916964,0
9.59,10.29,1.4,0.685,G8IV/V,19.652077,1
8.23,2.57,1.05,1.154,K1III,15.279665,0
4.68,15.04,0.47,0.931,G5III,15.56624,0
8.62,6.66,1.22,0.403,F0V,17.73737,1
7.98,5.36,1.03,0.9,G8III,16.625824,0
8.76,8.92,1.03,0.391,F0V,18.511826,1
9.26,11.01,0.95,0.675,G3/G5IV/V,19.468937,1
9.06,1.66,1.3,1.035,G9III,15.160541,0
8.86,2.0,0.84,1.07,K0III,15.36515,0
8.3,8.6,1.11,1.011,K0/K1IV,17.972492,1
5.34,11.71,0.73,0.883,G8III,15.682784,0
8.48,9.21,0.68,0.511,F5V,18.301298,1
8.32,18.8,1.05,0.595,G2/G3V,19.69079,1
8.72,7.94,1.13,0.569,F8Vw...,18.219103,1
6.38,7.75,0.91,0.006,A1V,15.8265085,1
8.85,8.89,1.16,0.488,F7V,18.59451,1
8.42,74.45,1.11,1.202,K5V,22.779324,1
8.21,2.98,1.01,1.339,K3III,15.581081,0
9.86,25.75,1.11,1.119,K4/K5V,21.913885,1
9.77,26.54,1.51,1.069,K2/K3V,21.889505,1
6.68,11.29,0.78,1.102,K2III,16.94347,0
8.05,5.53,0.7,0.352,F0IV/V,16.763626,1
7.08,2.45,0.73,1.61,M3III,14.02583,0
8.69,0.81,0.87,0.12,B8V,13.232425,1
8.15,1.83,0.97,1.075,K0III,14.4622555,0
6.05,27.51,0.86,0.447,F6Vawvar,18.247452,1
7.66,2.43,1.07,1.437,K5II-III,14.588032,0
8.29,9.15,0.76,0.538,F6V,18.097105,1
6.4,9.18,0.62,0.135,A4IV,16.214214,1
8.52,12.13,1.36,0.608,G0V,18.939304,1
7.58,3.55,0.9,-0.115,B8V,15.331141,1
6.68,4.43,0.73,1.212,K1III,14.91202,0
8.19,17.92,1.02,0.57,G0/G1V,19.456688,1
8.64,2.54,1.02,0.467,F2V,15.664169,1
9.27,0.25,1.21,1.146,K1III,11.259701,0
5.97,6.52,0.79,-0.082,B8III,15.041237,0
7.62,0.83,0.85,0.333,B6Ia,12.21539,0
10.07,-1.88,1.52,0.24,B1V,16.440788,1
8.27,0.86,1.19,1.094,K1III:,12.9424925,0
9.14,-0.49,1.18,1.323,K2/K3III,12.590981,0
9.08,5.23,1.28,0.482,F5V,17.672508,1
8.55,8.32,1.18,0.645,G3V,18.150616,1
7.69,4.71,0.72,0.991,K0III,16.055105,0
5.9,5.66,0.94,1.091,K0III,14.664082,0
5.49,4.8,0.63,1.615,M3III,13.896206,0
7.19,7.38,0.92,0.124,A2/A3V,16.530281,1
7.4,4.31,0.7,1.571,M2III,15.572386,0
9.03,2.52,0.88,1.082,K1III,16.037003,0
7.91,6.18,0.74,1.184,K2III,16.864943,0
11.94,10.46,3.97,1.37,M0V:,22.037659,1
8.3,3.94,1.11,0.994,K0III,16.277481,0
5.84,18.18,0.92,0.973,K1III,17.13797,0
11.95,15.18,3.07,1.106,K7V:,22.856358,1
2.24,14.27,0.57,1.17,K0II-IIIvar,13.012119,0
5.71,5.97,0.7,0.911,G8III,14.589871,0
9.02,8.08,1.21,0.661,G5III,18.557056,0
10.05,9.1,1.47,0.643,G3/G5V,19.845207,1
8.01,6.81,2.18,0.445,F3V,17.175735,1
7.06,3.01,0.8,1.314,K2/K3III,14.452833,0
8.55,1.84,1.15,1.212,K2III,14.874089,0
7.88,25.89,1.06,0.677,G5V,19.94566,1
8.9,8.08,1.14,0.424,F5IV/V,18.437057,1
6.28,7.03,0.86,0.916,G5III,15.514776,0
9.1,1.88,1.29,1.236,K2III,15.47079,0
10.49,32.06,2.18,1.226,K5V,23.019817,1
9.13,1.24,1.28,1.193,K2III,14.597109,0
6.91,1.68,0.88,1.585,M4II-III,13.036547,0
8.68,4.77,1.44,0.944,G8III,17.072592,0
5.5,10.63,0.77,1.106,K1III,15.632666,0
10.37,42.03,1.98,1.46,M1Ve+...,23.487797,1
9.25,15.85,1.35,0.864,K1III,20.250147,0
9.83,3.59,1.46,0.519,F7/F8V,17.605473,1
6.44,13.43,1.02,0.439,F3V,17.080381,1
7.93,5.91,0.94,0.237,A9V,16.787937,1
7.8,3.48,0.76,0.9,G8III,15.507896,0
8.71,1.26,1.25,1.498,K2/K3III,14.211853,0
7.3,14.86,0.61,0.423,F3V,18.160095,1
9.51,1.93,1.03,1.062,K0III,15.937786,0
7.75,10.34,1.13,0.92,G6/G8III/IV,17.822603,1
9.18,1.13,1.17,1.13,K1III,14.445393,0
8.26,0.67,1.07,1.588,M0III,12.390374,0
9.15,5.25,1.38,0.818,G5IV/V,17.750797,1
9.96,1.5,1.56,0.449,F2III,15.840456,0
6.5,11.47,0.67,0.205,A4V,16.797817,1
9.58,12.24,1.44,0.7,G5V,20.018908,1
6.46,6.51,0.85,0.962,G8II,15.527905,0
8.11,0.22,1.07,1.5,M4Ib+...,9.822113,0
6.83,7.84,0.65,1.158,K1/K2III,16.30158,0
5.98,49.3,1.05,0.687,G5V,19.444233,1
8.97,-0.12,1.2,1.314,K3III,9.365907,0
6.2,7.77,0.82,1.237,K1III:,15.652105,0
7.94,0.92,0.81,0.501,A9Iab:,12.75894,0
4.89,52.94,0.77,0.487,F5V,18.508919,1
8.91,3.93,1.13,0.356,F0III,16.881962,0
6.55,45.76,0.56,0.655,G3V,19.85243,1
8.13,3.01,0.96,0.971,K0III,15.522833,0
9.37,8.54,1.23,0.496,F5V,19.02729,1
9.07,5.96,1.45,0.916,G8/K0III/IV,17.946232,1
4.4,13.44,0.75,0.94,G8III-IV,15.041996,1
8.52,7.67,2.14,0.257,A8V,17.943977,1
9.08,4.98,1.63,0.835,G8IV,17.566147,1
5.69,16.13,0.97,0.335,F2V,16.728172,1
9.37,10.37,1.29,0.662,G5V,19.448895,1
8.79,3.77,1.17,0.904,G6III/IVw,16.671707,1
7.99,4.18,0.89,1.286,K3III,16.09588,0
9.14,-0.01,1.19,0.043,A0V,4.1400003,1
7.36,2.3,0.82,1.444,K3/K4III,14.168639,0
7.31,1.15,0.92,1.4,K4III,12.613489,0
6.18,3.21,0.66,-0.004,B9.5III,13.712524,0
5.89,8.17,0.84,1.031,K0III-IV,15.451111,1
9.11,1.74,1.18,0.99,G8IV,15.312746,1
9.23,3.03,0.97,1.132,K0III,16.637213,0
4.78,6.28,0.85,1.55,M0III,13.769798,0
7.51,3.33,0.99,1.308,K3III,15.122221,0
8.77,1.31,1.14,1.326,K1/K2III,14.356358,0
9.12,2.46,0.84,1.682,M1III,16.074677,0
5.17,132.4,0.6,0.704,G5Vp,20.77944,1
9.67,6.22,1.19,0.491,F5V,18.638952,1
9.15,8.21,2.41,0.424,F3V,18.721714,1
9.09,5.56,3.66,0.659,G2V,17.815374,1
8.83,7.54,1.14,0.54,F6V,18.216856,1
8.68,3.84,1.07,1.418,K2/K3III,16.601658,0
6.98,-0.14,0.68,0.918,F4Iab:,7.7106404,0
7.34,21.79,0.88,0.633,G2V,19.031286,1
6.97,2.4,0.59,1.341,K2III,13.871056,0
8.09,8.42,0.83,0.453,F5V,17.71656,1
7.86,1.99,0.77,1.671,M2III,14.354265,0
8.95,32.38,0.87,0.888,K1V,21.501385,1
9.9,4.83,1.87,0.506,F5V,18.319735,1
9.23,13.42,1.36,0.557,G1Vw...,19.868763,1
7.07,19.28,0.79,0.644,G2III,18.495535,0
6.27,3.8,0.85,0.132,A3IV,14.168919,1
8.09,1.27,0.96,1.499,K5III,13.609018,0
8.59,14.36,2.44,0.616,G2V,19.375772,1
8.79,3.07,0.83,1.087,K0III,16.225693,0
4.08,17.98,0.83,1.1,K1II,15.353949,0
6.17,4.41,0.87,1.344,K3III,14.392193,0
2.64,54.74,0.75,0.165,A5V...,16.331524,1
6.46,6.78,0.88,1.176,K1III,15.616149,0
5.13,5.21,0.79,1.601,M3IIIvar,13.714189,0
7.33,9.37,0.84,1.011,K1IV,17.188698,1
7.46,4.25,0.91,1.685,K5V,15.601945,1
9.42,11.31,1.87,0.843,K0III,19.687313,0
9.68,8.45,1.91,0.585,G2V,19.314285,1
8.72,0.76,1.03,0.909,G6II,13.124068,0
7.5,5.94,1.63,1.032,K0:III,16.36893,0
8.89,90.17,1.37,1.424,K5/M0V,23.66531,1
9.45,-1.03,1.35,0.995,G8III/IV,14.514186,1
9.86,5.72,1.59,0.601,F7/F8V,18.64698,1
9.0,3.62,0.93,1.125,K1III,16.793543,0
7.78,4.79,0.99,1.123,K0III,16.181679,0
9.79,9.47,1.12,0.649,G5V,19.67175,1
9.65,2.52,1.55,0.465,F0V,16.657001,1
10.1,20.42,1.21,0.942,K5V,21.65028,1
8.85,2.01,1.43,1.14,K1/K2III,15.36598,0
8.77,8.55,1.12,0.38,F2III,18.42983,0
7.41,0.57,1.03,1.389,K2III,11.189374,0
8.44,3.59,1.32,1.435,M6III,16.215473,0
9.15,0.28,1.4,1.223,K0III,11.38579,0
9.23,12.36,1.33,0.737,G5VCN...,19.690092,1
8.24,3.28,0.95,1.383,K3III,15.819369,0
7.42,3.7,0.89,1.132,K1III,15.261009,0
7.46,10.98,1.18,0.475,F3V,17.66301,1
8.8,8.76,1.04,0.502,F6V,18.51252,1
4.45,8.86,0.77,1.347,K3III,14.187168,0
9.36,2.29,1.26,1.029,K0III,16.159178,0
8.91,1.87,1.22,1.074,G8IV,15.269208,1
9.83,1.13,1.95,0.555,G0V,15.095392,1
7.58,4.42,0.79,0.972,G8III,15.807111,0
8.84,33.98,1.07,0.925,K1V,21.496117,1
9.1,7.1,1.19,0.918,K1III,18.356293,0
7.53,4.86,0.88,0.143,A3V,15.963181,1
8.05,5.94,1.03,0.895,G8III,16.918932,0
8.59,4.02,1.16,0.36,F0V,16.61113,1
8.76,2.37,0.88,1.176,K1III,15.633741,0
8.54,9.23,0.89,0.516,F7/F8V,18.366009,1
11.68,17.23,5.79,1.467,M0V:,22.861427,1
8.79,13.49,1.39,0.566,G1V,19.44006,1
7.57,12.21,0.95,0.456,F2V,18.003578,1
7.8,9.31,0.79,0.458,F3V,17.644749,1
6.5,5.99,0.86,1.079,K0III:,15.387135,0
8.12,2.15,1.05,2.53,C5II,14.782192,0
5.64,18.28,0.79,0.42,F4II-III,16.94988,0
10.13,6.79,1.66,0.503,F5V,19.289349,1
11.04,1.69,1.89,-0.015,B3Ia:,17.179434,0
9.01,0.47,1.24,1.084,G8/K0IV,12.370489,1
8.29,2.67,1.02,0.061,B9III,15.422556,0
8.4,22.59,0.82,0.714,G6V,20.16958,1
8.47,7.03,1.06,0.402,F2V,17.704777,1
8.22,3.5,1.43,1.064,K1III,15.940341,0
9.46,8.92,1.33,0.585,F8IV,19.211824,1
8.26,4.52,1.14,0.912,G8III/IV,16.535692,1
9.09,2.47,1.13,0.995,K0III,16.053486,0
8.98,8.39,1.2,1.07,K1III,18.598808,0
5.29,36.46,1.01,0.395,F2IV,18.099083,1
8.16,0.04,1.29,1.57,K5III,6.1702995,0
8.2,0.86,0.95,1.659,K5Iab:,12.872492,0
